Ciudad;Fecha;Gravedad del Accidente;Cantidad;Cantidad_norm
BOGOTA;2017-08-01;SOLO DAÑOS;2050;25.36898257014771
BOGOTA;2017-09-01;CON HERIDOS;1747;21.61932319514539
BOGOTA;2017-09-01;CON MUERTOS;57;0.7053814665845949
BOGOTA;2017-09-01;SOLO DAÑOS;1982;24.52747485562574
BOGOTA;2017-10-01;CON HERIDOS;1878;23.240463056945075
BOGOTA;2017-10-01;CON MUERTOS;67;0.8291326010731204
BOGOTA;2017-10-01;SOLO DAÑOS;1997;24.713101557358527
BOGOTA;2017-11-01;CON HERIDOS;1785;22.08957750620179
BOGOTA;2017-11-01;CON MUERTOS;55;0.6806312396868899
BOGOTA;2017-11-01;SOLO DAÑOS;2157;26.693119709174933
BOGOTA;2017-12-01;CON HERIDOS;1712;21.186194224435553
BOGOTA;2017-12-01;CON MUERTOS;73;0.9033832817662356
BOGOTA;2017-12-01;SOLO DAÑOS;2159;26.71786993607264
CALI;2013-01-01;CON HERIDOS;1233;53.153791637136784
CALI;2013-01-01;CON MUERTOS;3;0.12932796018768072
CALI;2013-01-01;SOLO DAÑOS;626;26.986434359162715
CALI;2013-02-01;CON HERIDOS;1242;53.541775517699826
CALI;2013-02-01;CON MUERTOS;8;0.344874560500482
CALI;2013-02-01;SOLO DAÑOS;689;29.702321523104008
CALI;2013-03-01;CON HERIDOS;1410;60.784141288209945
CALI;2013-03-01;CON MUERTOS;2;0.0862186401251205
CALI;2013-03-01;SOLO DAÑOS;732;31.5560222857941
CALI;2013-04-01;CON HERIDOS;1447;62.37918613052467
CALI;2013-04-01;CON MUERTOS;8;0.344874560500482
CALI;2013-04-01;SOLO DAÑOS;824;35.522079731549645
CALI;2013-05-01;CON HERIDOS;1396;60.180610807334105
CALI;2013-05-01;CON MUERTOS;3;0.12932796018768072
CALI;2013-05-01;SOLO DAÑOS;784;33.79770692904723
CALI;2013-06-01;CON HERIDOS;1452;62.59473273083748
CALI;2013-06-01;CON MUERTOS;6;0.25865592037536145
CALI;2013-06-01;SOLO DAÑOS;659;28.409041921227203
CALI;2013-07-01;CON HERIDOS;1351;58.24069140451889
CALI;2013-07-01;CON MUERTOS;9;0.3879838805630422
CALI;2013-07-01;SOLO DAÑOS;614;26.46912251841199
CALI;2013-08-01;CON HERIDOS;1161;50.049920592632446
CALI;2013-08-01;CON MUERTOS;7;0.30176524043792174
CALI;2013-08-01;SOLO DAÑOS;471;20.304489749465876
CALI;2013-09-01;CON HERIDOS;1316;56.73186520232928
CALI;2013-09-01;CON MUERTOS;5;0.21554660031280123
CALI;2013-09-01;SOLO DAÑOS;593;25.563826797098226
CALI;2013-10-01;CON HERIDOS;1324;57.07673976282977
CALI;2013-10-01;CON MUERTOS;3;0.12932796018768072
CALI;2013-10-01;SOLO DAÑOS;608;26.21046659803663
CALI;2013-11-01;CON HERIDOS;1112;47.93756390956699
CALI;2013-11-01;CON MUERTOS;4;0.172437280250241
CALI;2013-11-01;SOLO DAÑOS;448;19.31297538802699
CALI;2013-12-01;CON HERIDOS;341;14.700278141333044
CALI;2013-12-01;SOLO DAÑOS;200;8.621864012512049
CALI;2014-01-01;CON HERIDOS;284;12.11224812707966
CALI;2014-01-01;CON MUERTOS;1;0.042648761010843875
CALI;2014-01-01;SOLO DAÑOS;142;6.05612406353983
CALI;2014-02-01;CON HERIDOS;5;0.21324380505421936
CALI;2014-03-01;CON MUERTOS;1;0.042648761010843875
CALI;2014-04-01;CON MUERTOS;1;0.042648761010843875
CALI;2014-04-01;SOLO DAÑOS;4;0.1705950440433755
CALI;2014-05-01;SOLO DAÑOS;2;0.08529752202168775
CALI;2014-06-01;CON HERIDOS;1;0.042648761010843875
CALI;2014-06-01;CON MUERTOS;1;0.042648761010843875
CALI;2014-06-01;SOLO DAÑOS;5;0.21324380505421936
CALI;2014-07-01;CON HERIDOS;6;0.2558925660650632
CALI;2014-07-01;SOLO DAÑOS;7;0.29854132707590714
CALI;2014-08-01;CON HERIDOS;27;1.1515165472927846
CALI;2014-08-01;SOLO DAÑOS;24;1.0235702642602529
CALI;2014-09-01;CON HERIDOS;627;26.740773153799108
CALI;2014-09-01;CON MUERTOS;4;0.1705950440433755
CALI;2014-09-01;SOLO DAÑOS;542;23.11562846787738
CALI;2014-10-01;CON HERIDOS;812;34.630793940805226
CALI;2014-10-01;CON MUERTOS;7;0.29854132707590714
CALI;2014-10-01;SOLO DAÑOS;683;29.129103770406367
CALI;2014-11-01;CON HERIDOS;789;33.649872437555814
CALI;2014-11-01;CON MUERTOS;2;0.08529752202168775
CALI;2014-11-01;SOLO DAÑOS;658;28.062884745135268
CALI;2014-12-01;CON HERIDOS;904;38.55447995380286
CALI;2014-12-01;CON MUERTOS;6;0.2558925660650632
CALI;2014-12-01;SOLO DAÑOS;649;27.679045896037675
CALI;2015-01-01;CON HERIDOS;676;28.525361198166443
CALI;2015-01-01;CON MUERTOS;8;0.33757823903155554
CALI;2015-01-01;SOLO DAÑOS;512;21.605007298019554
CALI;2015-02-01;CON HERIDOS;669;28.229980239013834
CALI;2015-02-01;CON MUERTOS;6;0.25318367927366664
CALI;2015-02-01;SOLO DAÑOS;596;25.149578807850887
CALI;2015-03-01;CON HERIDOS;846;35.698898777587
CALI;2015-03-01;CON MUERTOS;10;0.42197279878944444
CALI;2015-03-01;SOLO DAÑOS;734;30.97280343114522
CALI;2015-04-01;CON HERIDOS;797;33.63123206351872
CALI;2015-04-01;CON MUERTOS;9;0.3797755189105
CALI;2015-04-01;SOLO DAÑOS;624;26.331102644461332
CALI;2015-05-01;CON HERIDOS;804;33.92661302267133
CALI;2015-05-01;CON MUERTOS;9;0.3797755189105
CALI;2015-05-01;SOLO DAÑOS;655;27.63921832070861
CALI;2015-06-01;CON HERIDOS;830;35.02374229952389
CALI;2015-06-01;CON MUERTOS;14;0.5907619183052222
CALI;2015-06-01;SOLO DAÑOS;625;26.373299924340277
CALI;2015-07-01;CON HERIDOS;806;34.01100758242922
CALI;2015-07-01;CON MUERTOS;12;0.5063673585473333
CALI;2015-07-01;SOLO DAÑOS;637;26.87966728288761
CALI;2015-08-01;CON HERIDOS;872;36.79602805443955
CALI;2015-08-01;CON MUERTOS;12;0.5063673585473333
CALI;2015-08-01;SOLO DAÑOS;671;28.31437479877172
CALI;2015-09-01;CON HERIDOS;813;34.30638854158183
CALI;2015-09-01;CON MUERTOS;4;0.16878911951577777
CALI;2015-09-01;SOLO DAÑOS;722;30.466436072597887
CALI;2015-10-01;CON HERIDOS;864;36.458449815408
CALI;2015-10-01;CON MUERTOS;11;0.4641700786683889
CALI;2015-10-01;SOLO DAÑOS;694;29.284912235987445
CALI;2015-11-01;CON HERIDOS;937;39.53885124657094
CALI;2015-11-01;CON MUERTOS;11;0.4641700786683889
CALI;2015-11-01;SOLO DAÑOS;640;27.006259122524444
CALI;2015-12-01;CON HERIDOS;899;37.93535461117106
CALI;2015-12-01;CON MUERTOS;14;0.5907619183052222
CALI;2015-12-01;SOLO DAÑOS;723;30.50863335247683
CALI;2016-01-01;CON HERIDOS;673;28.10108876060837
CALI;2016-01-01;CON MUERTOS;11;0.4593045711243567
CALI;2016-01-01;SOLO DAÑOS;608;25.387016294873536
CALI;2016-02-01;CON HERIDOS;739;30.85691618735451
CALI;2016-02-01;CON MUERTOS;10;0.4175496101130516
CALI;2016-02-01;SOLO DAÑOS;665;27.767049072517928
CALI;2016-03-01;CON HERIDOS;643;26.848439930269215
CALI;2016-03-01;CON MUERTOS;9;0.3757946491017464
CALI;2016-03-01;SOLO DAÑOS;690;28.810923097800558
CALI;2016-04-01;CON HERIDOS;726;30.314101694207544
CALI;2016-04-01;CON MUERTOS;7;0.2922847270791361
CALI;2016-04-01;SOLO DAÑOS;764;31.90079021263714
CALI;2016-05-01;CON HERIDOS;693;28.93618798083447
CALI;2016-05-01;CON MUERTOS;17;0.7098343371921877
CALI;2016-05-01;SOLO DAÑOS;744;31.065690992411035
CALI;2016-06-01;CON HERIDOS;717;29.938307045105798
CALI;2016-06-01;CON MUERTOS;7;0.2922847270791361
CALI;2016-06-01;SOLO DAÑOS;674;28.142843721619673
CALI;2016-07-01;CON HERIDOS;659;27.516519306450096
CALI;2016-07-01;CON MUERTOS;10;0.4175496101130516
CALI;2016-07-01;SOLO DAÑOS;604;25.219996450828315
CALI;2016-08-01;CON HERIDOS;698;29.144962785891
CALI;2016-08-01;CON MUERTOS;11;0.4593045711243567
CALI;2016-08-01;SOLO DAÑOS;777;32.443604705784104
CALI;2016-09-01;CON HERIDOS;702;29.31198262993622
CALI;2016-09-01;CON MUERTOS;7;0.2922847270791361
CALI;2016-09-01;SOLO DAÑOS;775;32.3600947837615
CALI;2016-10-01;CON HERIDOS;907;37.87174963725378
CALI;2016-10-01;CON MUERTOS;14;0.5845694541582722
CALI;2016-10-01;SOLO DAÑOS;757;31.608505485558002
CALI;2016-11-01;CON HERIDOS;834;34.8236374834285
CALI;2016-11-01;CON MUERTOS;14;0.5845694541582722
CALI;2016-11-01;SOLO DAÑOS;746;31.149200914433646
CALI;2016-12-01;CON HERIDOS;812;33.905028341179786
CALI;2016-12-01;CON MUERTOS;12;0.5010595321356619
CALI;2016-12-01;SOLO DAÑOS;779;32.52711462780672
CALI;2017-01-01;CON HERIDOS;655;27.064840747171413
CALI;2017-01-01;CON MUERTOS;12;0.49584441063520146
CALI;2017-01-01;SOLO DAÑOS;694;28.676335081735818
CALI;2017-02-01;CON HERIDOS;570;23.55260950517207
CALI;2017-02-01;CON MUERTOS;15;0.6198055132940018
CALI;2017-02-01;SOLO DAÑOS;721;29.791985005665023
CALI;2017-03-01;CON HERIDOS;589;24.337696488677807
CALI;2017-03-01;CON MUERTOS;10;0.41320367552933457
CALI;2017-03-01;SOLO DAÑOS;775;32.02328485352343
CALI;2017-04-01;CON HERIDOS;518;21.40395039241953
CALI;2017-04-01;CON MUERTOS;7;0.2892425728705342
CALI;2017-04-01;SOLO DAÑOS;682;28.180490671100618
CALI;2017-05-01;CON HERIDOS;576;23.800531710489672
CALI;2017-05-01;CON MUERTOS;13;0.5371647781881349
CALI;2017-05-01;SOLO DAÑOS;809;33.42817735032317
CALI;2017-06-01;CON HERIDOS;577;23.841852078042603
CALI;2017-06-01;CON MUERTOS;10;0.41320367552933457
CALI;2017-06-01;SOLO DAÑOS;728;30.081227578535557
CALI;2017-07-01;CON HERIDOS;584;24.131094650913138
CALI;2017-07-01;CON MUERTOS;12;0.49584441063520146
CALI;2017-07-01;SOLO DAÑOS;731;30.205188681194358
CALI;2017-08-01;CON HERIDOS;620;25.618627882818743
CALI;2017-08-01;CON MUERTOS;11;0.454524043082268
CALI;2017-08-01;SOLO DAÑOS;766;31.651401545547028
CALI;2017-09-01;CON HERIDOS;621;25.659948250371677
CALI;2017-09-01;CON MUERTOS;9;0.3718833079764011
CALI;2017-09-01;SOLO DAÑOS;767;31.692721913099962
CALI;2017-10-01;CON HERIDOS;569;23.511289137619137
CALI;2017-10-01;CON MUERTOS;11;0.454524043082268
CALI;2017-10-01;SOLO DAÑOS;738;30.494431254064892
CALI;2017-11-01;CON HERIDOS;506;20.908105981784328
CALI;2017-11-01;CON MUERTOS;10;0.41320367552933457
CALI;2017-11-01;SOLO DAÑOS;774;31.981964485970497
CALI;2017-12-01;CON HERIDOS;622;25.70126861792461
CALI;2017-12-01;CON MUERTOS;10;0.41320367552933457
CALI;2017-12-01;SOLO DAÑOS;889;36.73380675455784
MEDELLIN;2013-01-01;CON HERIDOS;1991;82.36376986958724
MEDELLIN;2013-01-01;CON MUERTOS;13;0.5377845345578274
MEDELLIN;2013-01-01;SOLO DAÑOS;1687;69.78788536915806
MEDELLIN;2013-02-01;CON HERIDOS;1817;75.16573071473633
MEDELLIN;2013-02-01;CON MUERTOS;16;0.661888657917326
MEDELLIN;2013-02-01;SOLO DAÑOS;1771;73.26280082322401
MEDELLIN;2013-03-01;CON HERIDOS;2073;85.75594924141355
MEDELLIN;2013-03-01;CON MUERTOS;12;0.4964164934379945
MEDELLIN;2013-03-01;SOLO DAÑOS;1773;73.34553690546369
MEDELLIN;2013-04-01;CON HERIDOS;2182;90.26506572347533
MEDELLIN;2013-04-01;CON MUERTOS;12;0.4964164934379945
MEDELLIN;2013-04-01;SOLO DAÑOS;1990;82.32240182846742
MEDELLIN;2013-05-01;CON HERIDOS;2147;88.81718428428118
MEDELLIN;2013-05-01;CON MUERTOS;13;0.5377845345578274
MEDELLIN;2013-05-01;SOLO DAÑOS;1986;82.15692966398808
MEDELLIN;2013-06-01;CON HERIDOS;1979;81.86735337614925
MEDELLIN;2013-06-01;CON MUERTOS;8;0.330944328958663
MEDELLIN;2013-06-01;SOLO DAÑOS;1931;79.88168740239728
MEDELLIN;2013-07-01;CON HERIDOS;2067;85.50774099469454
MEDELLIN;2013-07-01;CON MUERTOS;13;0.5377845345578274
MEDELLIN;2013-07-01;SOLO DAÑOS;1920;79.42663895007912
MEDELLIN;2013-08-01;CON HERIDOS;1297;53.65434933242324
MEDELLIN;2013-08-01;CON MUERTOS;9;0.3723123700784959
MEDELLIN;2013-08-01;SOLO DAÑOS;1698;70.24293382147621
MEDELLIN;2013-09-01;CON HERIDOS;2066;85.46637295357472
MEDELLIN;2013-09-01;CON MUERTOS;12;0.4964164934379945
MEDELLIN;2013-09-01;SOLO DAÑOS;1878;77.68918122304613
MEDELLIN;2013-10-01;CON HERIDOS;2274;94.07092550649995
MEDELLIN;2013-10-01;CON MUERTOS;11;0.4550484523181616
MEDELLIN;2013-10-01;SOLO DAÑOS;1903;78.72338225104195
MEDELLIN;2013-11-01;CON HERIDOS;1940;80.25399977247578
MEDELLIN;2013-11-01;CON MUERTOS;12;0.4964164934379945
MEDELLIN;2013-11-01;SOLO DAÑOS;1949;80.62631214255427
MEDELLIN;2013-12-01;CON HERIDOS;1536;63.541311160063294
MEDELLIN;2013-12-01;CON MUERTOS;9;0.3723123700784959
MEDELLIN;2013-12-01;SOLO DAÑOS;1877;77.64781318192631
MEDELLIN;2014-01-01;CON HERIDOS;459;18.802821488306815
MEDELLIN;2014-01-01;CON MUERTOS;4;0.1638590107913448
MEDELLIN;2014-01-01;SOLO DAÑOS;3805;155.87088401526674
MEDELLIN;2014-02-01;CON HERIDOS;320;13.108720863307584
MEDELLIN;2014-02-01;CON MUERTOS;5;0.204823763489181
MEDELLIN;2014-02-01;SOLO DAÑOS;3267;133.83184706383088
MEDELLIN;2014-03-01;CON HERIDOS;2348;96.1852393345194
MEDELLIN;2014-03-01;CON MUERTOS;11;0.4506122796761982
MEDELLIN;2014-03-01;SOLO DAÑOS;2174;89.0573723650959
MEDELLIN;2014-04-01;CON HERIDOS;2974;121.82917452336486
MEDELLIN;2014-04-01;CON MUERTOS;15;0.614471290467543
MEDELLIN;2014-04-01;SOLO DAÑOS;1603;65.66649857463143
MEDELLIN;2014-05-01;CON HERIDOS;3143;128.7522177292992
MEDELLIN;2014-05-01;CON MUERTOS;7;0.2867532688848534
MEDELLIN;2014-05-01;SOLO DAÑOS;1768;72.4256827697744
MEDELLIN;2014-06-01;CON HERIDOS;3085;126.37626207282467
MEDELLIN;2014-06-01;CON MUERTOS;16;0.6554360431653792
MEDELLIN;2014-06-01;SOLO DAÑOS;1574;64.47852074639418
MEDELLIN;2014-07-01;CON HERIDOS;3106;127.23652187947924
MEDELLIN;2014-07-01;CON MUERTOS;14;0.5735065377697068
MEDELLIN;2014-07-01;SOLO DAÑOS;1720;70.45937464027827
MEDELLIN;2014-08-01;CON HERIDOS;3162;129.53054803055807
MEDELLIN;2014-08-01;CON MUERTOS;25;1.024118817445905
MEDELLIN;2014-08-01;SOLO DAÑOS;1649;67.5508771987319
MEDELLIN;2014-09-01;CON HERIDOS;3067;125.63889652426363
MEDELLIN;2014-09-01;CON MUERTOS;11;0.4506122796761982
MEDELLIN;2014-09-01;SOLO DAÑOS;1621;66.40386412319248
MEDELLIN;2014-10-01;CON HERIDOS;2926;119.86286639386873
MEDELLIN;2014-10-01;CON MUERTOS;14;0.5735065377697068
MEDELLIN;2014-10-01;SOLO DAÑOS;1643;67.30508868254488
MEDELLIN;2014-11-01;CON HERIDOS;2874;117.73269925358125
MEDELLIN;2014-11-01;CON MUERTOS;17;0.6964007958632155
MEDELLIN;2014-11-01;SOLO DAÑOS;1570;64.31466173560284
MEDELLIN;2014-12-01;CON HERIDOS;3099;126.94976861059439
MEDELLIN;2014-12-01;CON MUERTOS;17;0.6964007958632155
MEDELLIN;2014-12-01;SOLO DAÑOS;1722;70.54130414567393
MEDELLIN;2015-01-01;CON HERIDOS;2845;115.44757543859934
MEDELLIN;2015-01-01;CON MUERTOS;23;0.9333195905405219
MEDELLIN;2015-01-01;SOLO DAÑOS;1324;53.7267451250283
MEDELLIN;2015-02-01;CON HERIDOS;2960;120.11417339130195
MEDELLIN;2015-02-01;CON MUERTOS;14;0.5681075768507524
MEDELLIN;2015-02-01;SOLO DAÑOS;1541;62.532412566214965
MEDELLIN;2015-03-01;CON HERIDOS;3345;135.73713175469763
MEDELLIN;2015-03-01;CON MUERTOS;23;0.9333195905405219
MEDELLIN;2015-03-01;SOLO DAÑOS;1880;76.28873174852961
MEDELLIN;2015-04-01;CON HERIDOS;2955;119.91127782814097
MEDELLIN;2015-04-01;CON MUERTOS;14;0.5681075768507524
MEDELLIN;2015-04-01;SOLO DAÑOS;1625;65.94105802731949
MEDELLIN;2015-05-01;CON HERIDOS;3234;131.23285025252383
MEDELLIN;2015-05-01;CON MUERTOS;25;1.014477815804915
MEDELLIN;2015-05-01;SOLO DAÑOS;1722;69.87723195264255
MEDELLIN;2015-06-01;CON HERIDOS;2852;115.73162922702471
MEDELLIN;2015-06-01;CON MUERTOS;28;1.1362151537015048
MEDELLIN;2015-06-01;SOLO DAÑOS;1588;64.4396308599282
MEDELLIN;2015-07-01;CON HERIDOS;3088;125.30829980822311
MEDELLIN;2015-07-01;CON MUERTOS;26;1.0550569284371116
MEDELLIN;2015-07-01;SOLO DAÑOS;1750;71.01344710634406
MEDELLIN;2015-08-01;CON HERIDOS;3410;138.3747740757904
MEDELLIN;2015-08-01;CON MUERTOS;26;1.0550569284371116
MEDELLIN;2015-08-01;SOLO DAÑOS;1670;67.76711809576832
MEDELLIN;2015-09-01;CON HERIDOS;3193;129.56910663460377
MEDELLIN;2015-09-01;CON MUERTOS;17;0.6898449147473422
MEDELLIN;2015-09-01;SOLO DAÑOS;1789;72.59603249899972
MEDELLIN;2015-10-01;CON HERIDOS;2985;121.12865120710687
MEDELLIN;2015-10-01;CON MUERTOS;16;0.6492658021151456
MEDELLIN;2015-10-01;SOLO DAÑOS;1709;69.349703488424
MEDELLIN;2015-11-01;CON HERIDOS;2775;112.60703755434558
MEDELLIN;2015-11-01;CON MUERTOS;13;0.5275284642185558
MEDELLIN;2015-11-01;SOLO DAÑOS;1695;68.78159591157325
MEDELLIN;2015-12-01;CON HERIDOS;2983;121.04749298184247
MEDELLIN;2015-12-01;CON MUERTOS;19;0.7710031400117355
MEDELLIN;2015-12-01;SOLO DAÑOS;1811;73.48877297690805
MEDELLIN;2016-01-01;CON HERIDOS;2694;108.33534736277421
MEDELLIN;2016-01-01;CON MUERTOS;16;0.6434170593186294
MEDELLIN;2016-01-01;SOLO DAÑOS;1400;56.29899269038007
MEDELLIN;2016-02-01;CON HERIDOS;3086;124.09906531608064
MEDELLIN;2016-02-01;CON MUERTOS;13;0.5227763606963863
MEDELLIN;2016-02-01;SOLO DAÑOS;1622;65.22640438842605
MEDELLIN;2016-03-01;CON HERIDOS;2992;120.31899009258369
MEDELLIN;2016-03-01;CON MUERTOS;25;1.0053391551853583
MEDELLIN;2016-03-01;SOLO DAÑOS;1660;66.7545199043078
MEDELLIN;2016-04-01;CON HERIDOS;3105;124.86312307402152
MEDELLIN;2016-04-01;CON MUERTOS;8;0.3217085296593147
MEDELLIN;2016-04-01;SOLO DAÑOS;1755;70.57480869401216
MEDELLIN;2016-05-01;CON HERIDOS;3131;125.90867579541428
MEDELLIN;2016-05-01;CON MUERTOS;21;0.8444848903557011
MEDELLIN;2016-05-01;SOLO DAÑOS;1782;71.66057498161234
MEDELLIN;2016-06-01;CON HERIDOS;2894;116.37806060425709
MEDELLIN;2016-06-01;CON MUERTOS;16;0.6434170593186294
MEDELLIN;2016-06-01;SOLO DAÑOS;1603;64.46234663048519
MEDELLIN;2016-07-01;CON HERIDOS;3223;129.6083238864964
MEDELLIN;2016-07-01;CON MUERTOS;12;0.48256279448897205
MEDELLIN;2016-07-01;SOLO DAÑOS;1667;67.0360148677597
MEDELLIN;2016-08-01;CON HERIDOS;3384;136.08270804589012
MEDELLIN;2016-08-01;CON MUERTOS;26;1.0455527213927727
MEDELLIN;2016-08-01;SOLO DAÑOS;1833;73.71146685819048
MEDELLIN;2016-09-01;CON HERIDOS;3229;129.84960528374089
MEDELLIN;2016-09-01;CON MUERTOS;8;0.3217085296593147
MEDELLIN;2016-09-01;SOLO DAÑOS;1735;69.77053736986387
MEDELLIN;2016-10-01;CON HERIDOS;3184;128.03999480440726
MEDELLIN;2016-10-01;CON MUERTOS;13;0.5227763606963863
MEDELLIN;2016-10-01;SOLO DAÑOS;1874;75.36022307269447
MEDELLIN;2016-11-01;CON HERIDOS;2845;114.40759586009379
MEDELLIN;2016-11-01;CON MUERTOS;17;0.6836306255260437
MEDELLIN;2016-11-01;SOLO DAÑOS;1710;68.76519821467852
MEDELLIN;2016-12-01;CON HERIDOS;2605;104.75633997031434
MEDELLIN;2016-12-01;CON MUERTOS;15;0.603203493111215
MEDELLIN;2016-12-01;SOLO DAÑOS;1864;74.95808741062032
MEDELLIN;2017-01-01;CON HERIDOS;2441;97.31101093423354
MEDELLIN;2017-01-01;CON MUERTOS;21;0.8371696966894324
MEDELLIN;2017-01-01;SOLO DAÑOS;1503;59.91743114877223
MEDELLIN;2017-02-01;CON HERIDOS;2637;105.12459477000158
MEDELLIN;2017-02-01;CON MUERTOS;9;0.35878701286689957
MEDELLIN;2017-02-01;SOLO DAÑOS;1711;68.2093976683628
MEDELLIN;2017-03-01;CON HERIDOS;2761;110.06788250283442
MEDELLIN;2017-03-01;CON MUERTOS;14;0.5581131311262882
MEDELLIN;2017-03-01;SOLO DAÑOS;1737;69.24589348331162
MEDELLIN;2017-04-01;CON HERIDOS;2610;104.04823373140088
MEDELLIN;2017-04-01;CON MUERTOS;9;0.35878701286689957
MEDELLIN;2017-04-01;SOLO DAÑOS;1627;64.86071888160507
MEDELLIN;2017-05-01;CON HERIDOS;2950;117.60240977303931
MEDELLIN;2017-05-01;CON MUERTOS;19;0.7574392493856769
MEDELLIN;2017-05-01;SOLO DAÑOS;1793;71.47834600781677
MEDELLIN;2017-06-01;CON HERIDOS;2641;105.28405566460908
MEDELLIN;2017-06-01;CON MUERTOS;13;0.5182479074744105
MEDELLIN;2017-06-01;SOLO DAÑOS;1709;68.12966722105904
MEDELLIN;2017-07-01;CON HERIDOS;2809;111.98141323812455
MEDELLIN;2017-07-01;CON MUERTOS;14;0.5581131311262882
MEDELLIN;2017-07-01;SOLO DAÑOS;1764;70.32225452191231
MEDELLIN;2017-08-01;CON HERIDOS;2986;119.0375578245069
MEDELLIN;2017-08-01;CON MUERTOS;10;0.3986522365187773
MEDELLIN;2017-08-01;SOLO DAÑOS;1935;77.13920776638341
MEDELLIN;2017-09-01;CON HERIDOS;2903;115.72874426140106
MEDELLIN;2017-09-01;CON MUERTOS;8;0.31892178921502184
MEDELLIN;2017-09-01;SOLO DAÑOS;1809;72.11618958624682
MEDELLIN;2017-10-01;CON HERIDOS;2723;108.55300400406307
MEDELLIN;2017-10-01;CON MUERTOS;21;0.8371696966894324
MEDELLIN;2017-10-01;SOLO DAÑOS;1809;72.11618958624682
MEDELLIN;2017-11-01;CON HERIDOS;2645;105.4435165592166
MEDELLIN;2017-11-01;CON MUERTOS;5;0.19932611825938865
MEDELLIN;2017-11-01;SOLO DAÑOS;1707;68.04993677375529
MEDELLIN;2017-12-01;CON HERIDOS;2691;107.27731684720298
MEDELLIN;2017-12-01;CON MUERTOS;11;0.43851746017065507
MEDELLIN;2017-12-01;SOLO DAÑOS;1765;70.3621197455642
